experiment_id,makespan_attempt,zone_attempt,zone_positions,zone_fraction,conflicts,agents,start_t,end_t,waiting_attempts,total_lazy_iterations,total_cnf_clauses,total_cnf_variables,total_mdd_build_ms,total_cnf_build_ms,total_lazy_wall_ms,total_lazy_solver_wall_ms,total_lazy_solver_reported_ms,solved
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx5-seed42-1783559659798,0,0,5,0.019531,1,3,9,11,3,6,111,44,0.000000,0.043000,0.104000,0.080000,0.002597,0
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx5-seed42-1783559659798,0,1,13,0.050781,1,3,8,12,1,4,56,22,0.000000,0.018000,0.153000,0.093000,0.015692,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx5-seed42-1783559659798,0,0,8,0.031250,1,2,12,14,1,1,12,7,0.000000,0.012000,0.040000,0.027000,0.001730,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx6-seed42-1783559659848,0,0,11,0.042969,3,3,1,5,1,2,30,15,0.000000,0.038000,0.196000,0.135000,0.023452,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx6-seed42-1783559659848,0,0,13,0.050781,3,5,6,10,2,5,118,56,0.001000,0.124000,0.292000,0.195000,0.020495,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx6-seed42-1783559659848,0,0,5,0.019531,2,3,11,14,2,9,127,44,0.000000,0.105000,0.385000,0.258000,0.032488,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx7-seed42-1783559659899,0,0,5,0.019531,1,2,8,10,4,7,179,68,0.000000,0.130000,0.392000,0.323000,0.025107,0
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx7-seed42-1783559659899,0,1,13,0.050781,1,3,7,11,1,1,27,15,0.000000,0.025000,0.070000,0.053000,0.004193,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx7-seed42-1783559659899,0,0,5,0.019531,1,3,9,11,1,2,27,12,0.000000,0.022000,0.090000,0.060000,0.004820,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx8-seed42-1783559659948,0,0,5,0.019531,1,2,6,8,4,7,179,68,0.000000,0.139000,0.480000,0.416000,0.025065,0
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx8-seed42-1783559659948,0,1,13,0.050781,1,3,5,9,1,2,22,12,0.000000,0.020000,0.083000,0.050000,0.002628,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx9-seed42-1783559660000,0,0,10,0.039062,2,3,4,7,1,2,26,14,0.000000,0.029000,0.157000,0.111000,0.019516,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx9-seed42-1783559660000,0,0,5,0.019531,1,2,19,21,1,2,25,10,0.000000,0.024000,0.095000,0.066000,0.005377,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx11-seed42-1783559660102,0,0,8,0.031250,1,2,3,5,5,20,958,271,0.003000,0.955000,3.221000,2.648000,0.330266,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx11-seed42-1783559660102,0,0,5,0.019531,1,2,14,16,1,2,25,10,0.000000,0.025000,0.099000,0.068000,0.006108,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-2_scen-agents10-idx11-seed42-1783559660102,0,0,5,0.019531,1,2,17,19,1,1,12,7,0.000000,0.023000,0.043000,0.031000,0.001726,1
_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-map_empty-16-16_map-_home_max_Documents_PhD_MAPF_LNS_MAPF_LNS_SAT_mapf-scen-even_scen-even_empty-16-16-even-3_scen-agents10-idx0-seed42-1783559660153,0,0,5,0.019531,1,2,5,7,1,2,11,6,0.000000,0.013000,0.095000,0.070000,0.013272,0
