[LNS] Loaded map 64x64, agents: 100
[LNS] Map:
.@...@.@........................@...@.....@...@.................
.......@.............@...@.........@.........@....@.............
......................@.........@.....................@....@....
..@.@..@...........................@@.............@.@.....@....@
......@..@.........@........@...................................
.....@.@........@@............@...@..@......@.........@.....@...
............@........@.....@..................@...@...@@......@.
..@..........................@..........@........@..............
......@.@..............@...........@....................@...@...
@@................@....@..........................@....@.......@
.....@.................@....................@....@.......@@.....
.@...........................@.............@..............@.....
.@..@.....@.................@.....@@..........................@.
.........@@......@.@.............@..........@................@..
....@....@..............@..@............@..@...@..........@.....
....@............@...........@.@...@........@.....@.............
..............................................@..@..............
..@.......@...@...............................@..........@......
......................@.@......@.....@@.......@...@.@...........
@......@..........@....@..............................@....@....
@.@..........@......@..@............@..@.......@.....@........@.
....@.....@...@..@...........@.@@@..........@@..@........@......
...............@.....@@....................@...............@....
..@.@..@@@.@.....@..............@...@.........@.................
..........@......@..............@........@.......@...@..........
..................@..................................@.@.....@..
@....@...@@...@..........@....................@.................
........@.......@.@....................................@...@.@.@
@................@.........@......@..@..............@...........
....@..@..@@............@........................@..............
..................................@..@...........@...........@..
........@..........@.........@........@.....@..............@.@..
................@...........@..............@........@........@..
...@...@...........@.......@.....................@..............
.....@.............@...................@.@................@.....
...@.....@..........@@..........@..........................@....
....@...@..............@..............@.@............@.......@..
.......@....................................@.............@.....
.................@@.....@....@................@.................
.....@..@..........@....@....@@.........@..@....@..@.........@..
..@.......@.@......@..........@.@@....................@....@....
..............@...........................@....@................
.....@...........@.............@....@........................@..
....@......@........@........@......@..........@.....@.@........
..@@....@..........@..@...............@.................@..@....
..................@.........@@.....@.................@......@...
...................@.........@...@.........@........@......@....
..@...@.....@......................................@........@...
@..............@............................@.....@...@@........
............................@............@..@......@............
.............................@.@@..........@....@......@..@.....
.....@.....@................@@@.@......................@..@@....
...@.@...@.........@............@...................@...........
....@..................@.......@@.......@..@..........@....@.@..
.....................@@...@..@...............@.......@..@......@
...................@......@......@............@................@
.......@..@..@.@..@.@..@@..@....@@..........@...................
..................@...........................@@@...@...........
...........................@....@.........@.....................
........@..........@......@........@............................
...............................@..................@.@...........
........................@....................@.......@........@.
..@..........................@..@...@.....@.@.........@.........
@@.........@@@.............@....@..................@........@.@@
[LNS] Agents (start -> goal):
  Agent 0: (42,38) -> (8,9)
  Agent 60: (61,47) -> (53,11)
  Agent 61: (34,43) -> (36,41)
  Agent 62: (5,10) -> (42,51)
  Agent 63: (23,33) -> (45,47)
  Agent 64: (6,38) -> (41,4)
  Agent 65: (31,55) -> (0,44)
  Agent 66: (63,61) -> (14,8)
  Agent 67: (32,0) -> (47,58)
  Agent 68: (16,62) -> (45,44)
  Agent 69: (16,14) -> (19,13)
  Agent 70: (2,34) -> (10,36)
  Agent 71: (22,62) -> (19,50)
  Agent 72: (50,56) -> (59,37)
  Agent 73: (35,35) -> (58,31)
  Agent 74: (57,29) -> (12,42)
  Agent 75: (16,59) -> (3,23)
  Agent 76: (4,5) -> (3,6)
  Agent 77: (63,19) -> (21,19)
  Agent 78: (60,56) -> (20,3)
  Agent 79: (27,50) -> (57,11)
  Agent 80: (27,2) -> (15,14)
  Agent 81: (52,18) -> (41,26)
  Agent 82: (52,14) -> (25,29)
  Agent 83: (43,8) -> (48,41)
  Agent 84: (49,55) -> (16,0)
  Agent 85: (4,61) -> (27,7)
  Agent 86: (36,57) -> (48,47)
  Agent 87: (43,31) -> (36,57)
  Agent 88: (63,46) -> (1,19)
  Agent 89: (46,45) -> (34,44)
  Agent 90: (29,53) -> (47,32)
  Agent 91: (58,55) -> (25,22)
  Agent 92: (57,49) -> (52,59)
  Agent 93: (49,57) -> (38,25)
  Agent 94: (20,6) -> (9,14)
  Agent 95: (60,59) -> (46,6)
  Agent 96: (25,15) -> (7,59)
  Agent 97: (1,54) -> (41,59)
  Agent 98: (0,63) -> (39,0)
  Agent 99: (41,10) -> (50,63)

[LNS] === Attempt with max_timesteps=103 ===
[LNS] Creating MDDs with shortest paths + waiting time...
[LNS] Created 100 MDDs with waiting time structure
[LNS] Built MDDs with waiting time structure for 100 agents at makespan 103
[LNS] Step 1: Sampling shortest paths and creating current solution...
[LNS] Calculating waiting times for agents...
  Agent 99 reaches goal at t=64, waiting time=39
  Agent 98 reaches goal at t=102, waiting time=1
  Agent 97 reaches goal at t=47, waiting time=56
  Agent 96 reaches goal at t=62, waiting time=41
  Agent 95 reaches goal at t=67, waiting time=36
  Agent 94 reaches goal at t=19, waiting time=84
  Agent 93 reaches goal at t=43, waiting time=60
  Agent 92 reaches goal at t=15, waiting time=88
  Agent 91 reaches goal at t=66, waiting time=37
  Agent 90 reaches goal at t=39, waiting time=64
  Agent 89 reaches goal at t=13, waiting time=90
  Agent 88 reaches goal at t=89, waiting time=14
  Agent 87 reaches goal at t=33, waiting time=70
  Agent 86 reaches goal at t=22, waiting time=81
  Agent 85 reaches goal at t=77, waiting time=26
  Agent 84 reaches goal at t=90, waiting time=13
  Agent 83 reaches goal at t=38, waiting time=65
  Agent 82 reaches goal at t=42, waiting time=61
  Agent 81 reaches goal at t=19, waiting time=84
  Agent 80 reaches goal at t=24, waiting time=79
  Agent 79 reaches goal at t=69, waiting time=34
  Agent 78 reaches goal at t=93, waiting time=10
  Agent 77 reaches goal at t=48, waiting time=55
  Agent 76 reaches goal at t=2, waiting time=101
  Agent 75 reaches goal at t=49, waiting time=54
  Agent 74 reaches goal at t=58, waiting time=45
  Agent 73 reaches goal at t=27, waiting time=76
  Agent 72 reaches goal at t=28, waiting time=75
  Agent 71 reaches goal at t=17, waiting time=86
  Agent 70 reaches goal at t=10, waiting time=93
  Agent 69 reaches goal at t=4, waiting time=99
  Agent 68 reaches goal at t=47, waiting time=56
  Agent 67 reaches goal at t=73, waiting time=30
  Agent 66 reaches goal at t=102, waiting time=1
  Agent 65 reaches goal at t=42, waiting time=61
  Agent 64 reaches goal at t=69, waiting time=34
  Agent 63 reaches goal at t=36, waiting time=67
  Agent 62 reaches goal at t=78, waiting time=25
  Agent 61 reaches goal at t=4, waiting time=99
  Agent 60 reaches goal at t=44, waiting time=59
  Agent 59 reaches goal at t=63, waiting time=40
  Agent 58 reaches goal at t=7, waiting time=96
  Agent 57 reaches goal at t=11, waiting time=92
  Agent 56 reaches goal at t=84, waiting time=19
  Agent 55 reaches goal at t=81, waiting time=22
  Agent 54 reaches goal at t=4, waiting time=99
  Agent 53 reaches goal at t=55, waiting time=48
  Agent 52 reaches goal at t=23, waiting time=80
  Agent 51 reaches goal at t=28, waiting time=75
  Agent 50 reaches goal at t=80, waiting time=23
  Agent 49 reaches goal at t=97, waiting time=6
  Agent 48 reaches goal at t=28, waiting time=75
  Agent 47 reaches goal at t=25, waiting time=78
  Agent 46 reaches goal at t=102, waiting time=1
  Agent 45 reaches goal at t=57, waiting time=46
  Agent 44 reaches goal at t=28, waiting time=75
  Agent 43 reaches goal at t=4, waiting time=99
  Agent 42 reaches goal at t=92, waiting time=11
  Agent 41 reaches goal at t=62, waiting time=41
  Agent 40 reaches goal at t=10, waiting time=93
  Agent 39 reaches goal at t=46, waiting time=57
  Agent 38 reaches goal at t=7, waiting time=96
  Agent 37 reaches goal at t=95, waiting time=8
  Agent 36 reaches goal at t=103, waiting time=0
  Agent 35 reaches goal at t=24, waiting time=79
  Agent 34 reaches goal at t=26, waiting time=77
  Agent 33 reaches goal at t=43, waiting time=60
  Agent 32 reaches goal at t=91, waiting time=12
  Agent 31 reaches goal at t=17, waiting time=86
  Agent 30 reaches goal at t=51, waiting time=52
  Agent 29 reaches goal at t=24, waiting time=79
  Agent 28 reaches goal at t=39, waiting time=64
  Agent 27 reaches goal at t=8, waiting time=95
  Agent 26 reaches goal at t=21, waiting time=82
  Agent 25 reaches goal at t=51, waiting time=52
  Agent 24 reaches goal at t=18, waiting time=85
  Agent 23 reaches goal at t=19, waiting time=84
  Agent 22 reaches goal at t=35, waiting time=68
  Agent 21 reaches goal at t=46, waiting time=57
  Agent 20 reaches goal at t=95, waiting time=8
  Agent 19 reaches goal at t=53, waiting time=50
  Agent 18 reaches goal at t=66, waiting time=37
  Agent 17 reaches goal at t=79, waiting time=24
  Agent 16 reaches goal at t=49, waiting time=54
  Agent 15 reaches goal at t=42, waiting time=61
  Agent 14 reaches goal at t=93, waiting time=10
  Agent 13 reaches goal at t=55, waiting time=48
  Agent 12 reaches goal at t=32, waiting time=71
  Agent 11 reaches goal at t=46, waiting time=57
  Agent 10 reaches goal at t=15, waiting time=88
  Agent 9 reaches goal at t=3, waiting time=100
  Agent 8 reaches goal at t=12, waiting time=91
  Agent 7 reaches goal at t=46, waiting time=57
  Agent 6 reaches goal at t=55, waiting time=48
  Agent 5 reaches goal at t=39, waiting time=64
  Agent 4 reaches goal at t=93, waiting time=10
  Agent 3 reaches goal at t=103, waiting time=0
  Agent 2 reaches goal at t=8, waiting time=95
  Agent 1 reaches goal at t=35, waiting time=68
  Agent 0 reaches goal at t=63, waiting time=40
[LNS] Waiting time calculation complete
[LNS] Created current solution with 100 agent paths and path map of size 64x64
[LNS] Step 2: Analyzing conflicts...
[LNS] Current solution: vertex collisions=148, edge collisions=21
[LNS] Step 3: Building conflict buckets...
[LNS] Building diamond bucket for conflict 0
[LNS] Building diamond bucket for conflict 1
[LNS] Building diamond bucket for conflict 3
[LNS] Building diamond bucket for conflict 4
[LNS] Building diamond bucket for conflict 5
[LNS] Building diamond bucket for conflict 6
[LNS] Building diamond bucket for conflict 8
[LNS] Building diamond bucket for conflict 9
[LNS] Building diamond bucket for conflict 10
[LNS] Building diamond bucket for conflict 11
[LNS] Building diamond bucket for conflict 12
[LNS] Building diamond bucket for conflict 13
[LNS] Building diamond bucket for conflict 15
[LNS] Building diamond bucket for conflict 18
[LNS] Building diamond bucket for conflict 19
[LNS] Building diamond bucket for conflict 22
[LNS] Building diamond bucket for conflict 24
[LNS] Building diamond bucket for conflict 25
[LNS] Building diamond bucket for conflict 30
[LNS] Building diamond bucket for conflict 31
[LNS] Building diamond bucket for conflict 32
[LNS] Building diamond bucket for conflict 34
[LNS] Building diamond bucket for conflict 37
[LNS] Building diamond bucket for conflict 40
[LNS] Building diamond bucket for conflict 43
[LNS] Building diamond bucket for conflict 45
[LNS] Building diamond bucket for conflict 53
[LNS] Building diamond bucket for conflict 56
[LNS] Building diamond bucket for conflict 57
[LNS] Building diamond bucket for conflict 59
[LNS] Building diamond bucket for conflict 60
[LNS] Building diamond bucket for conflict 67
[LNS] Building diamond bucket for conflict 69
[LNS] Building diamond bucket for conflict 72
[LNS] Building diamond bucket for conflict 74
[LNS] Building diamond bucket for conflict 75
[LNS] Building diamond bucket for conflict 76
[LNS] Building diamond bucket for conflict 78
[LNS] Building diamond bucket for conflict 83
[LNS] Building diamond bucket for conflict 88
[LNS] Building diamond bucket for conflict 94
[LNS] Building diamond bucket for conflict 96
[LNS] Building diamond bucket for conflict 97
[LNS] Building diamond bucket for conflict 99
[LNS] Building diamond bucket for conflict 101
[LNS] Building diamond bucket for conflict 107
[LNS] Building diamond bucket for conflict 108
[LNS] Building diamond bucket for conflict 111
[LNS] Building diamond bucket for conflict 112
[LNS] Building diamond bucket for conflict 115
[LNS] Building diamond bucket for conflict 116
[LNS] Building diamond bucket for conflict 117
[LNS] Building diamond bucket for conflict 120
[LNS] Building diamond bucket for conflict 125
[LNS] Building diamond bucket for conflict 126
[LNS] Building diamond bucket for conflict 127
[LNS] Building diamond bucket for conflict 129
[LNS] Building diamond bucket for conflict 132
[LNS] Building diamond bucket for conflict 134
[LNS] Building diamond bucket for conflict 135
[LNS] Building diamond bucket for conflict 137
[LNS] Building diamond bucket for conflict 138
[LNS] Building diamond bucket for conflict 139
[LNS] Building diamond bucket for conflict 141
[LNS] Building diamond bucket for conflict 147
[LNS] Building diamond bucket for conflict 148
[LNS] Building diamond bucket for conflict 158
[LNS] Building diamond bucket for conflict 160
[LNS] Building diamond bucket for conflict 162
[LNS] Building diamond bucket for conflict 176
[LNS] Building diamond bucket for conflict 184
[LNS] Building diamond bucket for conflict 186
[LNS] Formed 72 diamond-shaped conflict bucket(s).
  Diamond Bucket 0: positions=7, conflicts=2
  Diamond Bucket 1: positions=7, conflicts=4
  Diamond Bucket 2: positions=5, conflicts=1
  Diamond Bucket 3: positions=9, conflicts=3
  Diamond Bucket 4: positions=13, conflicts=4
  Diamond Bucket 5: positions=57, conflicts=35
  Diamond Bucket 6: positions=5, conflicts=1
  Diamond Bucket 7: positions=6, conflicts=3
  Diamond Bucket 8: positions=19, conflicts=7
  Diamond Bucket 9: positions=8, conflicts=2
  Diamond Bucket 10: positions=5, conflicts=1
  Diamond Bucket 11: positions=5, conflicts=1
  Diamond Bucket 12: positions=4, conflicts=1
  Diamond Bucket 13: positions=5, conflicts=1
  Diamond Bucket 14: positions=8, conflicts=4
  Diamond Bucket 15: positions=13, conflicts=4
  Diamond Bucket 16: positions=4, conflicts=1
  Diamond Bucket 17: positions=5, conflicts=1
  Diamond Bucket 18: positions=5, conflicts=1
  Diamond Bucket 19: positions=5, conflicts=4
  Diamond Bucket 20: positions=5, conflicts=1
  Diamond Bucket 21: positions=8, conflicts=2
  Diamond Bucket 22: positions=4, conflicts=1
  Diamond Bucket 23: positions=5, conflicts=1
  Diamond Bucket 24: positions=9, conflicts=3
  Diamond Bucket 25: positions=5, conflicts=4
  Diamond Bucket 26: positions=7, conflicts=3
  Diamond Bucket 27: positions=5, conflicts=2
  Diamond Bucket 28: positions=3, conflicts=1
  Diamond Bucket 29: positions=6, conflicts=3
  Diamond Bucket 30: positions=5, conflicts=1
  Diamond Bucket 31: positions=8, conflicts=3
  Diamond Bucket 32: positions=5, conflicts=1
  Diamond Bucket 33: positions=8, conflicts=3
  Diamond Bucket 34: positions=5, conflicts=1
  Diamond Bucket 35: positions=16, conflicts=9
  Diamond Bucket 36: positions=5, conflicts=2
  Diamond Bucket 37: positions=4, conflicts=2
  Diamond Bucket 38: positions=5, conflicts=1
  Diamond Bucket 39: positions=5, conflicts=1
  Diamond Bucket 40: positions=14, conflicts=5
  Diamond Bucket 41: positions=5, conflicts=1
  Diamond Bucket 42: positions=3, conflicts=1
  Diamond Bucket 43: positions=3, conflicts=1
  Diamond Bucket 44: positions=13, conflicts=4
  Diamond Bucket 45: positions=7, conflicts=2
  Diamond Bucket 46: positions=5, conflicts=1
  Diamond Bucket 47: positions=5, conflicts=1
  Diamond Bucket 48: positions=4, conflicts=1
  Diamond Bucket 49: positions=5, conflicts=1
  Diamond Bucket 50: positions=5, conflicts=3
  Diamond Bucket 51: positions=5, conflicts=2
  Diamond Bucket 52: positions=5, conflicts=1
  Diamond Bucket 53: positions=5, conflicts=1
  Diamond Bucket 54: positions=7, conflicts=5
  Diamond Bucket 55: positions=5, conflicts=1
  Diamond Bucket 56: positions=5, conflicts=1
  Diamond Bucket 57: positions=5, conflicts=1
  Diamond Bucket 58: positions=5, conflicts=1
  Diamond Bucket 59: positions=6, conflicts=3
  Diamond Bucket 60: positions=9, conflicts=3
  Diamond Bucket 61: positions=4, conflicts=2
  Diamond Bucket 62: positions=5, conflicts=1
  Diamond Bucket 63: positions=10, conflicts=4
  Diamond Bucket 64: positions=5, conflicts=1
  Diamond Bucket 65: positions=8, conflicts=2
  Diamond Bucket 66: positions=7, conflicts=2
  Diamond Bucket 67: positions=6, conflicts=2
  Diamond Bucket 68: positions=7, conflicts=2
  Diamond Bucket 69: positions=8, conflicts=2
  Diamond Bucket 70: positions=8, conflicts=2
  Diamond Bucket 71: positions=13, conflicts=4
[LNS] Step 4: Selecting most relevant bucket...
[LNS] Selected most relevant diamond bucket 5 with 35 conflicts and 57 positions.
[LNS] Step 5: Creating map crop for selected bucket...
[LNS] Step 6: Computing conflict time window and extracting local paths...
[LNS] Conflict 6 agents: 73 and 0
[LNS] Conflict 6 timestep: 6
[LNS] Conflict 6 positions: 40,34
[LNS] Conflict 20 agents: 30 and 15
[LNS] Conflict 20 timestep: 11
[LNS] Conflict 20 positions: 42,40
[LNS] Conflict 36 agents: 93 and 84
[LNS] Conflict 36 timestep: 19
[LNS] Conflict 36 positions: 42,45
[LNS] Conflict 38 agents: 93 and 84
[LNS] Conflict 38 timestep: 20
[LNS] Conflict 38 positions: 42,44
[LNS] Conflict 41 agents: 93 and 84
[LNS] Conflict 41 timestep: 21
[LNS] Conflict 41 positions: 42,43
[LNS] Conflict 42 agents: 93 and 84
[LNS] Conflict 42 timestep: 22
[LNS] Conflict 42 positions: 42,42
[LNS] Conflict 44 agents: 93 and 84
[LNS] Conflict 44 timestep: 23
[LNS] Conflict 44 positions: 42,41
[LNS] Conflict 46 agents: 90 and 59
[LNS] Conflict 46 timestep: 23
[LNS] Conflict 46 positions: 40,41
[LNS] Conflict 47 agents: 93 and 84
[LNS] Conflict 47 timestep: 24
[LNS] Conflict 47 positions: 41,41
[LNS] Conflict 48 agents: 93 and 59
[LNS] Conflict 48 timestep: 24
[LNS] Conflict 48 positions: 41,41
[LNS] Conflict 49 agents: 84 and 59
[LNS] Conflict 49 timestep: 24
[LNS] Conflict 49 positions: 41,41
[LNS] Conflict 52 agents: 93 and 84
[LNS] Conflict 52 timestep: 25
[LNS] Conflict 52 positions: 41,40
[LNS] Conflict 54 agents: 93 and 59
[LNS] Conflict 54 timestep: 25
[LNS] Conflict 54 positions: 41,40
[LNS] Conflict 55 agents: 84 and 59
[LNS] Conflict 55 timestep: 25
[LNS] Conflict 55 positions: 41,40
[LNS] Conflict 58 agents: 93 and 59
[LNS] Conflict 58 timestep: 26
[LNS] Conflict 58 positions: 41,39
[LNS] Conflict 61 agents: 93 and 90
[LNS] Conflict 61 timestep: 27
[LNS] Conflict 61 positions: 41,38
[LNS] Conflict 62 agents: 93 and 59
[LNS] Conflict 62 timestep: 27
[LNS] Conflict 62 positions: 41,38
[LNS] Conflict 63 agents: 90 and 59
[LNS] Conflict 63 timestep: 27
[LNS] Conflict 63 positions: 41,38
[LNS] Conflict 64 agents: 93 and 90
[LNS] Conflict 64 timestep: 28
[LNS] Conflict 64 positions: 41,37
[LNS] Conflict 65 agents: 93 and 59
[LNS] Conflict 65 timestep: 28
[LNS] Conflict 65 positions: 41,37
[LNS] Conflict 66 agents: 90 and 59
[LNS] Conflict 66 timestep: 28
[LNS] Conflict 66 positions: 41,37
[LNS] Conflict 68 agents: 93 and 59
[LNS] Conflict 68 timestep: 29
[LNS] Conflict 68 positions: 41,36
[LNS] Conflict 70 agents: 91 and 17
[LNS] Conflict 70 timestep: 29
[LNS] Conflict 70 positions: 43,41
[LNS] Conflict 71 agents: 90 and 11
[LNS] Conflict 71 timestep: 29
[LNS] Conflict 71 positions: 42,37
[LNS] Conflict 73 agents: 93 and 59
[LNS] Conflict 73 timestep: 30
[LNS] Conflict 73 positions: 41,35
[LNS] Conflict 77 agents: 93 and 59
[LNS] Conflict 77 timestep: 31
[LNS] Conflict 77 positions: 41,34
[LNS] Conflict 79 agents: 93 and 59
[LNS] Conflict 79 timestep: 32
[LNS] Conflict 79 positions: 41,33
[LNS] Conflict 80 agents: 93 and 59
[LNS] Conflict 80 timestep: 33
[LNS] Conflict 80 positions: 41,32
[LNS] Conflict 81 agents: 78 and 11
[LNS] Conflict 81 timestep: 33
[LNS] Conflict 81 positions: 42,41
[LNS] Conflict 84 agents: 93 and 59
[LNS] Conflict 84 timestep: 34
[LNS] Conflict 84 positions: 41,31
[LNS] Conflict 90 agents: 93 and 59
[LNS] Conflict 90 timestep: 35
[LNS] Conflict 90 positions: 41,30
[LNS] Conflict 92 agents: 93 and 67
[LNS] Conflict 92 timestep: 37
[LNS] Conflict 92 positions: 41,28
[LNS] Conflict 113 agents: 67 and 66
[LNS] Conflict 113 timestep: 46
[LNS] Conflict 113 positions: 41,37
[LNS] Conflict 172 agents: 93 and 7
[LNS] Conflict 172 timestep: 36
[LNS] Conflict 172 positions: 41,29 and 41,28
[LNS] Conflict 173 agents: 93 and 7
[LNS] Conflict 173 timestep: 36
[LNS] Conflict 173 positions: 41,29 and 41,28
[LNS] Conflict time window: [5, 47]
[LNS] Agents in zone within window: 33
[LNS] Agent 0 entered the zone at timestep 5
[LNS] Agent 0 exited the zone at timestep 8
[LNS] Agent 0 exited the zone at timestep 7
  Agent 0 local segment t=[5,7] len=3
[LNS] Agent 1 entered the zone at timestep 16
[LNS] Agent 1 exited the zone at timestep 24
[LNS] Agent 1 exited the zone at timestep 23
  Agent 1 local segment t=[16,23] len=8
[LNS] Agent 5 entered the zone at timestep 39
[LNS] Agent 5 exited the zone at timestep 47
  Agent 5 local segment t=[39,47] len=9
[LNS] Agent 7 entered the zone at timestep 35
[LNS] Agent 7 exited the zone at timestep 47
  Agent 7 local segment t=[35,47] len=13
[LNS] Agent 11 entered the zone at timestep 28
[LNS] Agent 11 exited the zone at timestep 39
[LNS] Agent 11 exited the zone at timestep 38
  Agent 11 local segment t=[28,38] len=11
[LNS] Agent 13 entered the zone at timestep 37
[LNS] Agent 13 exited the zone at timestep 38
[LNS] Agent 13 entered the zone at timestep 39
[LNS] Agent 13 exited the zone at timestep 40
[LNS] Agent 13 exited the zone at timestep 39
[LNS] Agent 13 returned to the zone 1 times within time window
  Agent 13 local segment t=[37,39] len=3
[LNS] Agent 15 entered the zone at timestep 8
[LNS] Agent 15 exited the zone at timestep 18
[LNS] Agent 15 exited the zone at timestep 17
  Agent 15 local segment t=[8,17] len=10
[LNS] Agent 17 entered the zone at timestep 28
[LNS] Agent 17 exited the zone at timestep 34
[LNS] Agent 17 exited the zone at timestep 33
  Agent 17 local segment t=[28,33] len=6
[LNS] Agent 26 entered the zone at timestep 5
[LNS] Agent 26 exited the zone at timestep 21
[LNS] Agent 26 exited the zone at timestep 20
  Agent 26 local segment t=[5,20] len=16
[LNS] Agent 30 entered the zone at timestep 5
[LNS] Agent 30 exited the zone at timestep 21
[LNS] Agent 30 exited the zone at timestep 20
  Agent 30 local segment t=[5,20] len=16
[LNS] Agent 37 entered the zone at timestep 45
[LNS] Agent 37 exited the zone at timestep 46
[LNS] Agent 37 exited the zone at timestep 45
  Agent 37 local segment t=[45,45] len=1
[LNS] Agent 44 entered the zone at timestep 14
[LNS] Agent 44 exited the zone at timestep 15
[LNS] Agent 44 entered the zone at timestep 19
[LNS] Agent 44 exited the zone at timestep 20
[LNS] Agent 44 entered the zone at timestep 21
[LNS] Agent 44 exited the zone at timestep 22
[LNS] Agent 44 exited the zone at timestep 21
[LNS] Agent 44 returned to the zone 2 times within time window
  Agent 44 local segment t=[14,21] len=8
[LNS] Agent 47 entered the zone at timestep 16
[LNS] Agent 47 exited the zone at timestep 22
[LNS] Agent 47 exited the zone at timestep 21
  Agent 47 local segment t=[16,21] len=6
[LNS] Agent 48 entered the zone at timestep 11
[LNS] Agent 48 exited the zone at timestep 15
[LNS] Agent 48 exited the zone at timestep 14
  Agent 48 local segment t=[11,14] len=4
[LNS] Agent 50 entered the zone at timestep 24
[LNS] Agent 50 exited the zone at timestep 34
[LNS] Agent 50 exited the zone at timestep 33
  Agent 50 local segment t=[24,33] len=10
